,crash_id,year,police_district,crash_date,day_name,primary_street,age,victim_gender,collision_type,hit_and_run,primary_vehicle,secondary_vehicle,arrest_made,investigation_status,time,latitude,longitude,age_group
249,49754,2021,25,2021-01-02,Saturday,Allegheny Ave.,75.0,F,Pedestrian was struck by unit #1 that went around vehicle that stopped to let pedestrian cross. Unit #1 left scene then returned 1 hr later. Pedestrian pronounced dead at scene by medics.,True,Auto,Pedestrian,Yes,"Homicide by vehicle, Leaving the scene, ",,39.99810983931878,-75.1252129317235,66-75
250,49755,2021,15,2021-01-09,Saturday,Roosevelt Blvd.,21.0,M,"Unit #1, M/C, N/B on Roosevelt at high speed, disregarded red signal and struck unit #2, Auto, W/B on Bridge that had green signal. M/C operator pronounced dead at scene by medics.",False,Motorcycle,Auto,No,No arrest. Driver deceased.,,40.02983115619347,-75.08765004114798,19-25
251,49756,2021,12,2021-01-20,Wednesday,Essington Ave. ,41.0,M,"Single veh. Unit #1 N/B on Essington at high speed, lost control, left roadway and struck tree. Passenger pronounced dead  at scene by medics. Operator critically injured.",False,Auto,Fixed Object,Pending,Under Investigation,,39.914430230733096,-75.22059229104464,36-45
252,49757,2021,14,2021-01-28,Thursday,Germantown Ave.,75.0,M,"Per operator wife who was passenger, operator, (husband), passed out while driving and struck parked vehicle.  Operator pronounced dead at hospital later that day. Awaiting M/E determination",False,Auto,Parked Vehicle,No,Medical?,,40.07621068831399,-75.20670696060289,66-75
253,49758,2021,39,2021-01-30,Saturday,Kelly Drive,21.0,F,"Unit #2 S/B on Kelly Dr., lost control, crossed into N/B lane, rotated slightly, and was struck on the passenger side door by unit #1.  Passenger of Unit #2 Pronounced dead at Hosp.",False,Auto,Auto,Pending,Under Investigation.,,39.99965087763003,-75.19052165785482,19-25
254,49759,2021,15,2021-01-24,Sunday,Bustleton Ave.,49.0,M,"Single veh. Unit #1 N/B on Bustleton Ave. drifted to right, and struck illegally parked T/T in rear. Operator prononced dead at Hospital later that day.",False,Auto,Parked Vehicle,No,Medical? Impairment?,,40.03039206240183,-75.07346263049017,46-55
255,49760,2021,1,2021-01-30,Saturday,26th St.,28.0,M,"Single veh. Unit #1 S/B on 26th St. at high speed, lost control, left roadway, and struck fence. Passenger pronounced dead at Hospital.",False,Auto,Fixed Object,Pending,Under investigation,,39.91421236919591,-75.19200405144895,26-35
256,49761,2021,25,2021-02-08,Monday,Rising Sun Ave.,26.0,M,"Operator of ATV at high speed, sttempted a turn too fast, lost control, ejecrting operator to ground. Operator transported to Temple and pronounced dead upon arrival.",False,Off-road,Ground,No,No arrest. Driver deceased.,,40.01536160358706,-75.13042562016564,26-35
257,49762,2021,22,2021-02-08,Monday,North 33rd St.,49.0,M,The pedestrian was in roadway when struck by passing auto that immediately fled scene. Pedestrian was rponounced dead at scene by Medics.,True,Auto,Pedestrian,Yes,"Homicide by vehicle, Leaving the scene,  Inv. Mans. REAP.",,39.987218486789786,-75.17098204658498,46-55
258,49763,2021,25,2021-02-09,Tuesday,Pike St.,57.0,F,"Single veh. Unit #1, W/B on Pike St., drifted to right and struck parked vehicle. Pronounced dead at scene by Medics. Medical suspected.",False,Auto,Auto,No,Medical?,,40.01205172204447,-75.1484108443213,56-65
259,49764,2021,2,2021-02-11,Thursday,Harbison Ave.,1.0,M,Unit #2 W/B on Harbison Ave attempted left turn to proceed S/B on Roosevelt Blvd was struck by Unit #1. right of way to be determined. 3 Wk old infant in lap of front seat passenger of unit #1 suffered fatal injuried pronounced at scene.,False,Auto,Auto,Pending,Under Investigation.,,40.03618508668659,-75.06433064958765,0-18
260,49765,2021,24,2021-02-05,Friday,Aramingo Ave.,80.0,M,"The Pedestrian was outside of his vehicle when struck by auto operated by intoxicated operator, drifted to right, struck parked vehicle and victim. Pedestrian trans. To TEMPLE Hosp. and died from injuries on 02/14/2021.",False,Auto,Pedestrian,Yes,"DUI, Homicide by vehicle, Inv. Mans. REAP",,,,75+
261,49766,2021,16,2021-02-12,Friday,Chamonix Dr.,50.0,M,"Single veh crash. Unit #1 W/B on Chamonix Dr. at high speed, lost control, left roadway, and struck a tree. Vehicle caught fire after impact. Operator pronounced dead from injuries upon arrival ay Presby Hosp.",False,Auto,Fixed Object,No,No arrest. Driver deceased.,,39.99541612686585,-75.20956237012051,46-55
262,49767,2021,26,2021-02-22,Monday,Lehigh Ave.,32.0,M,"Single veh crash. Unit #1 on Lehigh Ave. at high speed, lost control, left roadway, and struck a telephone pole. Operator pronounced dead from injuries at scene by medics.",False,Auto,Fixed Object,No,No arrest. Driver deceased.,,,,26-35
263,49768,2021,8,2021-02-24,Wednesday,Frankford Ave.,41.0,M,"unit #1, Bus, N/B on Frankford Ave. made contact with bicyclist travelling in the same direction knocking him to the ground. Bicyclist transported to Jeff-Torres. By midics and pronounced dead upon arrival.",False,Commercial,Bicycle,No,Bicyclist left sidewalk into path of bus.,,40.06386597204509,-74.98455356940572,36-45
264,49769,2021,8,2021-02-27,Saturday,Linden Ave.,56.0,F,"Operator of Unit #1 stated the pedestrian was standing in the center median, and stepped into his path of travel when struck. Pedestrian trans. to Jeff-Torresdale by medics .where pronounced dead.",False,Auto,Pedestrian,Pending,Under Investigation.,,,,56-65
265,49770,2021,25,2021-02-28,Sunday,5th St.,48.0,M,Pedestrian was standing near center line when struck by passing S/B auto then N/B Auto.  Both did not stop and fled scene. Pedestrian pronounced dead at scene by medics.,True,Auto,Pedestrian,Pending,Pending ID of operator's,,40.01983021229829,-75.13404515355793,46-55
266,49771,2021,25,2021-03-04,Thursday,2nd St.,60.0,M,Pedestrian was attempting to cross 2nd St. when struck by passing vehicle.  Vehicle immediately fled scene after crash. Victim pronounced dead at scene by medics.,True,Auto,Pedestrian,Yes,"Homicide by vehicle, Leaving the scene,  Inv. Mans. REAP.",,,,56-65
267,49772,2021,7,2021-03-11,Thursday,Roosevelt Blvd.,26.0,F,Single vehicle crash. Unit #1  on Roosevelt Blvd. left roadway and struck tree.  Operator pronounced dead at scene by Medics.,False,Auto,Fixed Object,No,No arrest. Driver deceased.,,40.07100067476257,-75.03783471937186,26-35
268,49773,2021,19,2021-03-12,Friday,54th St.,33.0,M,Auto made contact with pedestrian that was already down on roadway then fled scene. Pedestrian transported to Presby. By Medics and pronounced dead upon arrival. Unclear what caused victim to be prone.,True,Auto,Pedestrian,Pending,Pending recovery of auto and ID of operator,,,,26-35
269,49774,2021,25,2021-03-14,Sunday,Broad St.,61.0,F,Pedestrian was crossing Broad St. at Lehigh Ave. in crosswalk when struck by N/B Auto. That ran red light. Pedestrian pronounced dead at scene by Medics.,False,Auto,Pedestrian,Yes,"Homicide by vehicle, Inv. Mans. REAP,",,,,56-65
270,49775,2021,24,2021-03-19,Friday,Erie Ave.,39.0,F,Pedestrian was crossing Erie Ave. when struck by auto that went around auto that stopped to let ped cross. Striking vehicle immediately fled scene. Pedestrian pronounced dead at scene by Medics.,True,Auto,Pedestrian,Pending,Reviewing charges,,40.005400985277305,-75.10665617554962,36-45
271,49776,2021,19,2021-03-24,Wednesday,Girard Ave.,36.0,M,"Single veh. Crash unit #1 at high speed, N/B on 48th St. failed to negotiate turn and struck wall of business. Operator trans to Presby by Medics and pronounced dead later. ",False,Auto,Fixed Object,No,No arrest. Driver deceased.,,39.97280663710023,-75.2163970825184,36-45
272,49777,2021,22,2021-03-25,Thursday,Master St.,41.0,M,Deceased operating auto at very high speed W/B on Master St. disregarded stop sign at 12th St. when struck by SEPTA bus. Operator of auto pronounced dead at Jefferson Hosp. ,False,Auto,Bus,No,Possibly owner of auto for permitting unauth pers. To drive,,,,36-45
273,49778,2021,35,2021-03-28,Sunday,Broad St.,34.0,M,M/C operator ran over loaded firehose at fire scene causing ejection ro roadway. Operator pronounced dead at scene by Medics.,False,Motorcycle,Fixed Object,No,No arrest. Driver deceased.,,40.04128764494786,-75.1560024852983,26-35
274,49779,2021,16,2021-04-05,Monday,43rd St.,60.0,M,Bicyclist was operating S/B on 43rd St. when struck at the intersection of Fairmount Ave. Vehicle fled scene atfer contact. Bicyclist ronounced dead at hospital.,True,Auto,Bicycle,Pending,Pending ID of operator,,39.96463038070208,-75.20934591470882,56-65
275,49780,2021,14,2021-04-06,Tuesday,Coulter St,69.0,M,"Single Veh. Crash. Unit #1 on Coulter St. lost control, left roadway, struck fire hydrant. Pronounced dead at scene by medics. ",False,Auto,Fixed Object,No,No arrest. Driver deceased.,,40.03247879873304,-75.17199979474384,66-75
276,49781,2021,7,2021-04-15,Thursday,Bustelton Ave.,75.0,F,"Unit #1 operator lost control in parking lot, high speed, struck pedestrian and numerous other vehicles. Pedestrian pronounced dead at Hospital. Unk if veh. Entered lot or was leaving a spot. ",False,Auto,Pedestrian,Pending,Under investigation.,,40.11838294978307,-75.01771848830133,66-75
277,49782,2021,15,2021-04-17,Saturday,Frankford Ave.,21.0,M,"Unit #1 M/C, S/B on Frankford Ave. struck the R/R area of unit #2 travelling W/B on Benner St. M/C operator trans to Jeff-Torresdale where pronounced dead on 04/18/21.",False,Motorcycle,Auto,Pending,Under Investigation.,,40.02669638260708,-75.06511365305522,19-25
278,49783,2021,39,2021-04-18,Sunday,Henry Ave.,25.0,M,"Unit #1, auto, N/B on Henry Ave., Mini motor bike W/B on Roberts both entered intersection at same time when auto struck motorbike. To be determined whom had green signal.  Bicyclist pronounced dead at hosp.  ",False,Auto,Motorcycle,Pending,Under investigation,,40.00960368370788,-75.18121523748064,19-25
279,49784,2021,9,2021-04-24,Saturday,2500 Pennsylvania,74.0,F,Bicyclist was attempting to merge to another bike lane when struck by Unit #1. Bicyclist trans to Presby where pronounced dead a short time later.,False,Auto,Bicycle,No,No charges expected.,,39.96417506794274,-75.17991077701411,66-75
280,49785,2021,18,2021-04-26,Monday,53rd St.,36.0,M,"Unit #1, (M/C), N/B on 53rd St. struck unit #2 travelling W/B on Samson St. Unit #1 did not have a stop sign, Unit #2 could not judge distance of unti #1. M/C operator pronounced dead at Presby a short time later. M/C operator not helmeted.",False,Motorcycle,Auto,No,Under Investigation.,,39.957846796783805,-75.22710227684053,36-45
281,49786,2021,26,2021-05-01,Saturday,Kensington Ave.,25.0,M,"Unit #1, M/C, N/B on Kensington Ave. Struck Unit #2 S/B making U-Turn into path of unit #1. M/C Operator pronounced dead at Hospital.",False,Motorcycle,Auto,No,Under Investigation.,,39.98819248474264,-75.12836701852306,19-25
282,49787,2021,7,2021-05-02,Sunday,Bustleton Ave.,18.0,F,"Pedestrian was talking to the driver of a car stopped in traffic near the centerline N/B, stepped into the S/B lane and into path of traffic when struck by passing auto. Pedestrian pronounced dead at scene by Medics.",False,Auto,Pedestrian,No,None expected,,40.12721252400711,-75.01451968986288,0-18
283,49788,2021,12,2021-04-28,Wednesday,Paschall Ave.,38.0,M,"M/C operator found on hwy. Unk if assault, single veh, or hit and run. Trans to Presby with head injuries by Medica. Pronounced dead on 05/03/2021.",True,Motorcycle,,Pending,Under Investigation.,,39.92678911225405,-75.22935926568199,36-45
284,49789,2021,2,2021-05-08,Saturday,Castor Ave.,35.0,M,Pedestrian was standing on the yellow median mid-block when struck by S/B Auto. Pedestrian was pronounced dead at Hospital.,False,Auto,Pedestrian,No,Under Investigation.,,40.04222311921996,-75.07522670994219,26-35
285,49790,2021,24,2021-05-14,Friday,Frankford Ave.,31.0,M,"Unit #1, M/C, N/B on Frankford Ave.,  struck Unit #2 S/B attempting left turn into path of oncoming M/C. M/C operator pronounced dead at scene by Medics.",False,Motorcycle,Auto,No,Under Investigation.,,40.00383477835016,-75.09435859276404,26-35
286,49791,2021,39,2021-05-15,Saturday,Roberts Ave.,47.0,M,Unit #1 W/B on Roberts and Unit #2 E/B collided head on. Passenger of Unit #2 pronounced dead a scene by Medics. ,False,Auto,Auto,No,Under Investigation.,,40.01473175485785,-75.17087147337722,46-55
287,49792,2021,39,2021-05-19,Wednesday,Kelly Drive,19.0,F,"Unit #2, S/B on Kelly Drive at high speed, lost control, crossed into N/B lane and was struck by unit #2. Operator of Unit #2 and 2 passengers of Unit #2 pronounced dead at scene by medics.",False,Auto,Auto,No,No arrest. Driver deceased.,,40.00122501770483,-75.17360867795492,19-25
288,49793,2021,39,2021-05-19,Wednesday,Kelly Drive,17.0,M,"Unit #2, S/B on Kelly Drive at high speed, lost control, crossed into N/B lane and was struck by unit #2. Operator of Unit #2 and 2 passengers of Unit #2 pronounced dead at scene by medics.",False,Auto,Auto,No,No arrest. Driver deceased.,,40.00700972692516,-75.19191977657829,0-18
289,49794,2021,39,2021-05-19,Wednesday,Kelly Drive,19.0,M,"Unit #2, S/B on Kelly Drive at high speed, lost control, crossed into N/B lane and was struck by unit #2. Operator of Unit #2 and 2 passengers of Unit #2 pronounced dead at scene by medics.",False,Auto,Auto,No,No arrest. Driver deceased.,,40.00700972692516,-75.19191977657829,19-25
290,49795,2021,6,2021-05-23,Sunday,Columbus Blvd.,76.0,M,Unit #1 N/B on Columbus Blvd. when it struck pedestrian attempting to cross possible against red signal. Pedestrian pronounced dead at scene by medics.,False,Auto,Pedestrian,Pending,Under Investigation.,,39.95355891465156,-75.13998158530711,75+
291,49796,2021,19,2021-05-16,Sunday,63rd St.,54.0,M,Pedestrian attempted to cross 63rd St emerged from between parked autos when struck by passing unit #`1. Ped trans to Lankaneau Hosp. by medics where he died fron injuries on 05/31/2021,False,Auto,Pedestrian,No,No charges expected,,39.96732744123061,-75.24579374256999,46-55
292,49797,2021,35,2021-05-28,Friday,Roosevelt Blvd.,34.0,M,"Unit #1 S/B Roosevelt inner struck unit #2 E/B ""C"" St in the intersection. Unit #1 then redirected and struck tree. Operator of unit #1 pronounced dead at scene by medics. TBD if possible to determine who had green.",False,Auto,Auto,Pending,Under Investigation.,,40.02668003518847,-75.117235719574,26-35
293,49798,2021,1,2021-06-01,Tuesday,26th St. ,38.0,M,"Single Veh. Crash. Unit #1 on 26th  St. at high speed, lost control, left roadway, struck a pole, flipped ejecting operator then caught fire. Operator pronounced dead at scene by medics.",False,Auto,Fixed Object,No,Deceased causation.,,39.90258472178025,-75.19367499257292,36-45
294,49799,2021,25,2021-06-02,Wednesday,Venango St. ,85.0,M,Pedestrain exiting vehicle stumbled into path of passing auto when struck. Vehicle immediately fled scene. Pedestrian pronounced dead at hospital a short time later.,True,Auto,Pedestrian,Yes,"HBV, LTS, Inv. Mans, REAP, Reckless Driving, Tampering,",,40.00383858242693,-75.12416553558276,75+
295,49800,2021,14,2021-06-02,Wednesday,Rodney St,63.0,M,Delayed notification.  Operator suffered a medical episode causing him to leave the roadway and strike a wall.  The operator was pronounced dead at the hospital on 06/21/2021.,False,Auto,Fixed Object,No,Natural,,40.07131792198445,-75.17964762180242,56-65
296,49801,2021,7,2021-06-03,Thursday,Veree Rd.,20.0,M,"Single veh. Crash. Unit #1 M/C on Veree Rd., lost control, struck curb, ejected from M/C to roadway and reeceived injuries. Pronounced dead at Hospital a short time later.",False,Motorcycle,Fixed Object,No,No arrest. Driver deceased.,,40.09691892696204,-75.04921871613446,19-25
297,49802,2021,15,2021-06-04,Friday,Roosevelt Blvd.,46.0,M,Unit #1 N/B on Blvd. rounded curve and pedestrain was standing bent over in running lane. Not enough time to stop or evasive action and struck ped. Pedestrain pronounced dead at Hospital a short time later.,False,Auto,Pedestrian,No,No charges expected.,,40.05291682792031,-75.05082045249428,46-55
298,49803,2021,39,2021-06-06,Sunday,Hunting Park Ave.,33.0,F,Pedestrian was crossing Hunting Park Ave. when struck by auto passing at high speed. Veh. Fled scene after crash. Operator apprehended later that day. Pedestrian pronounced dead at scene by medics.,True,Auto,Pedestrian,Yes,"HBV, LTS,Inv. Mans, REAP, Reckless Driving",,40.0133706071187,-75.15939264887756,26-35
299,49804,2021,24,2021-06-06,Sunday,Kensington Ave.,35.0,F,Pedestrian in street mid-block when struck by passing auto. Veh. Fled scene after crash. Pedestrian pronounced dead at scene by medics.,True,Auto,Pedestrian,Yes,"HBV, LTS, Inv. Mans, REAP, Reckless Driving, Tampering,",,39.98988414039488,-75.12545432219905,26-35
300,49805,2021,25,2021-06-06,Sunday,Broad St.,31.0,M,"Unit #1, M/C, N/B on Broad St. when Unit #2 exited gas station onto Broad St. and into path of oncoming M/C. M/C struck auto then ejected operator to roasway. M/C operator pronounced dead at Hospital a short time later.",False,Motorcycle,Auto,No,Under Investigation.,,40.00022040903579,-75.1527134279547,26-35
301,49825,2021,24,2021-08-06,Friday,Delaware Ave.,34.0,M,"Single veh. Crash. Unit #1 S/B on Delaware ave at high speed, lost control, left roadway, struck pole. Operator died from injuries at hospital on 08/16/2021",False,Auto,Fixed Object,No,No arrest. Driver deceased.,,39.98572336264132,-75.07756680547762,26-35
302,49806,2021,25,2021-06-09,Wednesday,Broad St.,29.0,M,"Unit #2, Bicyclist, crossing Broad St. against red signal was struck by Unit #!, Auto N/B that had green signal but at high speed. Bicyclist pronounced dead at hospital the next day on 06/10/2021.",False,Auto,Bicycle,Pending,Under Investigation.,,39.99394763681966,-75.15459045541485,26-35
303,49807,2021,39,2021-06-12,Saturday,Roosevelt Expy.,51.0,M,"Unit #1 struck guardrail, redirected into left lane when struck by unit #2, flipped pinning operator requiring extracation.  Operator of unit #1 pronounced dead at the hospital a short time later.",False,Auto,Auto,No,No charges expected.,,40.0146280779495,-75.17846677937735,46-55
304,49808,2021,25,2021-06-13,Sunday,Broad St.,34.0,F,"Unit #2, Pedestrian attempted to cross Broad St. against red signal when struck by unit #1 N/B. Pedestrian pronounced dead at scene by medics.",False,Auto,Pedestrian,No,Under Investigation.,,40.0153801873092,-75.14948318955194,26-35
305,49809,2021,5,2021-06-06,Sunday,Levering St.,50.0,M,Victim transported to Hosp found on hwy unresponsive. Victim pronounced dead at hospital. M/E made cause blunt force trauma.  Victim was riding a bicycle and struck a parked vehicle.,False,Bicycle,Parked Vehicle,No,No charges expected.,,40.02756107124337,-75.22124299441674,46-55
306,49810,2021,14,2021-05-07,Friday,Chew Ave.,25.0,F,"Unit #1, S/B on Chew Ave. near intersection of Johnson St, crossed into N/B lane and struck unit #2, S/B head on. Operator of unit #1 fled scene on foot. Passenger of unit #2 seriously injured and pronounced dead on 06/22/2021.",True,Auto,Auto,Pending,Pending identification,,40.0522508219368,-75.17580748122728,19-25
307,49811,2021,16,2021-06-26,Saturday,34th St. ,36.0,F,"Unit #2 S/B on 34th St. attempted a u-turn to go N/B, striking a N/B motorcycle ejecting operator and passenger. Both M/C operator and passenger taken to hosp. by medics. M/C passenger pronounced dead a short time later.",False,Auto,Motorcycle,Pending,Under investigation.,,39.97438360882559,-75.19488723706068,36-45
308,49812,2021,39,2021-06-29,Tuesday,Rt. 1 extension,39.0,M,"Unit #2, auto S/B Roosevelt Extn. Near Fox St. in left lane made lane change to right lane and into path of Unit #1 M/C. when it struck unit #2 IN REAR. m/c operator taken to Hospital by medics where pronounced dead later that day.",False,Motorcycle,Auto,Pending,Under investigation,,40.0146280779495,-75.17846677937735,36-45
309,49813,2021,24,2021-06-29,Tuesday,"""K"" St.",30.0,M,"Unit #1 (Dirtbike), N/B on ""K"" St. disregarded struck Tractor /Trailer W/B on Erie Ave. in the intersection. T/T was already in intersection with green signal. Dirtbike operator pronounced dead at scene bu medics.",False,Motorcycle,Truck,No,No arrest. Driver deceased.,,40.00435356554873,-75.10654932460781,26-35
310,49814,2021,25,2021-07-02,Friday,Hunting Park Ave.,17.0,M,"Single veh. Crash. Unit #1 E/B on Hunting Park Ave. lost control, crossed to W/B side, mounted curb, spun, and strucj pole on passenger door where passenger was sitting. Front seat passenger pronounced dead at hospital a short time later.",False,Auto,Fixed Object,Pending,Under investigation.,,40.01178135695893,-75.11706828791317,0-18
311,49815,2021,15,2021-07-11,Sunday,State Rd.,67.0,F,"Unit #1, S/B on State Rd. crossed over striking N/B unit #2 redirecting it into a pole.  Passeenger of unit #2 was pronounced dead at hospital a short time later. Operator of unit #1 was DUI and arrested.",True,Auto,Auto,Yes,"DUI, Homicide by vehicle, Inv. Mans. REAP",,40.027264155068,-75.02817090826105,66-75
312,49816,2021,35,2021-06-01,Tuesday,Duncannon St.,34.0,M,Unit #1 E/B on Duncannon St. disregarded red signal at intersection of Rising Sun Ave. striking M/C travelling N/B on green signal. Unit #1 did not stop and kept going fleeing the scene. M/C operator transported to hosp by medics and pronounced dead on 07/12/2021.,True,Auto,Motorcycle,Pending,Pending identification.,,40.02833792989531,-75.1200388370571,26-35
313,49817,2021,14,2021-07-17,Saturday,Stenton Ave.,57.0,M,"Unit #1, M/C, S/B on Stenton Ave.,  struck Unit #2 N/B on Stenton attempting left turn to W/B Phil Ellena and into path of oncoming M/C. M/C operator pronounced dead at scene by Medics.",False,Motorcycle,Auto,No,None expected,,40.06383028032375,-75.17290937536109,56-65
314,49818,2021,35,2021-07-15,Thursday,Broad St.,,M,"Police were not initially called. Unit #1, M/C, N/B on Broad St.,struck unit #2 S/B on Broad St. attempting a left turn onto Fisher Ave. into path of M/C. M/C operator died of injuries at Hospital on 07/20/2021.",False,Motorcycle,Auto,No,None expected,,40.0337371198297,-75.14590036007165,
315,49819,2021,24,2021-07-21,Wednesday,Hunting Park Ave.,22.0,F,"Single vhe crash, Unit #1 W/B on Hunting Park Ave. at high speed, lost control, mounted curb and struck tree. On passenger side. Front seat passenger pronounced dead at scene by medics.",False,Auto,Fixed Object,Pending,Pending Identification.,,40.01120901002303,-75.11061820089714,19-25
316,49820,2021,39,2021-07-25,Sunday,Hunting Park Ave.,57.0,M,Unit #1. W/B on Hunting Park Ave.  With green signal struck pedestrian crossing Hunting Park Ave. against red signal. Ped. Pronounced dead at Hosp. next day.,False,Auto,Pedestrian,Pending,Under Investigation,,40.01586571736905,-75.15389596810802,56-65
317,49821,2021,16,2021-07-12,Monday,Concourse Dr.,70.0,F,Single veh. Crash. Operator swerving then left roadway and struck tree. Medical? Pronounced dead ar Hospital on 08/02/21. ,False,Auto,Fixed Object,No,No arrest. Driver deceased.,,39.97723725982816,-75.20997809134113,66-75
318,49822,2021,8,2021-07-10,Saturday,Woodhaven Rd.,26.0,F,"Single veh. Crash. Operator failed to negotiate on ramp to Rt.1, left roadway, went airborne, struck tree, rolled and ejected, landed in ravine next to roadway. Operator found downstream from vehicle pronounced dead on 08/01/21.",False,Auto,Fixed Object,No,None expected,,40.10554210267515,-74.99379772612258,26-35
319,49823,2021,8,2021-08-05,Thursday,Morrell Ave.,80.0,F,Pedestrian crossing Academy Rd. E/B at Morrell Ave was struck in the intersection by a truck W/B on Morrell attempting left to proceed S/B on Academy Rd.  Pedestrian pronounced dead at hospital a short time later.,False,Auto,Pedestrian,No,Accidental,,40.07871082233476,-74.99849153298936,75+
320,49824,2021,39,2021-08-08,Sunday,Kelly Drive,31.0,M,"M/C S/B on Kelly Drive, lost control. Struck guardrail, re-directed, crossed into N/B lane and struck N/B auto head on. M/C operator pronounced dead at scene by medics. ",False,Motorcycle,Auto,No,No arrest. Driver deceased.,,40.008293218075046,-75.19453943527286,26-35
321,49826,2021,25,2021-08-08,Sunday,Luzerne St.,37.0,F,Pedestrian in street with child when struck by passing auto.  Auto immediately fled scene after crash. Pedestrian pronounced dead at hospital on 08/16/21,True,Auto,Pedestrian,Pending,Pending Identification,,40.0108134568307,-75.12664852691685,36-45
322,49827,2021,12,2021-08-16,Monday,Island Ave.,30.0,M,Delayed notification. Police did not respond. Reported that operator fell from motorcycle on the highway. Transported to Presbyterian Hospital by Medics. Pronounced dead on 08/20/2021 of head injuries received in the crash.,False,Motorcycle,Fixed Object,No,Deceased causation,,39.9041604823327,-75.24014911527017,26-35
323,49828,2021,1,2021-08-23,Monday,Platt Bridge,25.0,M,"Unit #2 was stopped broken down on the bridge when struck from behind by unit #1 at high speed, Unit #2 then pushed ro right lane when struck again by unit #3.  Operator of unit #2 pronounced dead at the hospital a short time later.",False,Auto,Auto,Yes,"HBV., Inv. Mans, Simple, REAP, Reckless driving, Unsafe speed",,39.90564205594038,-75.19398977788484,19-25
324,49829,2021,24,2021-08-23,Monday,"""B"" St.",60.0,M,Witness states pedestrian was struck by passing auto that fled scene N.F.I. Ped transported to Temple Hospital and pronounced dead upon arrival. ,True,Auto,Pedestrian,Pending,Pending Identification,,39.99510430212254,-75.12621856595325,56-65
325,49830,2021,1,2021-08-27,Friday,Snyder Ave.,64.0,M,Single veh. Crash unit #1 E/B on Snyder Ave. crossed over into W/B lane and struck 2 parked vehicles. Operator pronounced dead at hospital a short time later. Awaiting causation from M/E Office.,False,Auto,Parked Vehicle,No,None expected.,,39.92583367725874,-75.18044763030026,56-65
326,49831,2021,14,2021-09-01,Wednesday,Chelten ave.,73.0,F,"Victim found on roadway unconcious, transported to Einstein Hosp. by Medics where pronounced dead on arrival. Injuries consistent with being struck by vehicle. ",True,Auto,Pedestrian,Pending,Pending Identification,,40.04169552487136,-75.16871022743258,66-75
327,49832,2021,2,2021-09-03,Friday,Cottman Ave.,25.0,M,"Unit #1, Dirtbike at high speed, E/B on Cottman Ave.,  struck Unit #2 W/B on Cottman attempting left turn to S/B on Algon and into path of oncoming dirtbike. Dirtbike operator pronounced dead at scene by Medics.",False,Motorcycle,Auto,No,None expected,,40.05533914088005,-75.07325816524643,19-25
328,49833,2021,8,2021-08-30,Monday,Holme Ave.,83.0,M,"Unit #1 E/B on Holme Ave., attempted left turn int lot of Nazereth Hosp. struck unit #2 W/B on Holme Ave. Oper of unit #1 pronounced dead on 09/03/2021 from injuries received in the crash.",False,Auto,Auto,No,Accidental,,40.05825863281611,-75.04295335540654,75+
329,49834,2021,19,2021-09-05,Sunday,50th St.,49.0,M,"Single veh. crash. M/C operator slippery roadway, lost control, fell to ground receiving head injuries. Operator pronounced dead at hospital on 09/14/21.",False,Motorcycle,Ground,No,Accidental.,,39.9721292169884,-75.22261632924543,46-55
330,49835,2021,9,2021-09-07,Tuesday,Broad St.,50.0,M,"Per video, unit #1 M/C, S/B on Broad St, ran red light, struck unit #2 E/B on Viine St. with green light attempting left turn to go N/B on Broad St. M/C operator pronounced dead at scene by medics.",False,Motorcycle,Auto,No,Deceased causation.,,39.95768807824358,-75.162365440537,46-55
331,49836,2021,15,2021-09-09,Thursday,Harbison Ave.,64.0,F,"Unit #1 W/B on Harbison Ave. struck Unit #2 N/B on Walker St. passing thru Harbison Ave. Unit #2 then spun striking unt #2 ,(pedestrian), Pedestrian transported to Jeff/Torresdale pronounced dead at arrival.",False,Auto,Pedestrian,Pending,Under Investigation.,,40.02203174153855,-75.06315191352007,56-65
332,49837,2021,12,2021-09-08,Wednesday,Hobson St.,61.0,F,"Single veh. Crash. Unit #2, (Moped), struck a parked vehicle. Operator trans. To Penn-Presby and pronounced dead later that day.  ",False,Motorcycle,Parked Vehicle,No,No arrest. Driver deceased.,,39.9183216309668,-75.23250321075645,56-65
333,49838,2021,8,2021-09-11,Saturday,Knights Rd.,42.0,M,"Unit #1, M/C on Knights Rd, at high speed struck unit #2, auto, entering Knights Rd. from Kane Rd. M/C operator transported to Jeff-Torresdale where he was promounced dead a short time later.",False,Motorcycle,Auto,Pending,Under Investigation.,,40.073700377633045,-74.98036288083861,36-45
334,49839,2021,1,2021-09-13,Monday,20th St.,38.0,F,"Unit #1 operator got distracted, struck unit #2, parked bus in rear. Unit 1 passenger pronounced dead at hospital upon arrival.",False,Auto,Bus,Pending,Under Investigation.,,39.91669359972269,-75.18121917267237,36-45
335,49840,2021,2,2021-09-15,Wednesday,Eastwood St,5.0,M,Unit #2. pedestrian datrted into street into path of unit #1 when struck.  Ped. Trans. By medics and  pronounced dead at Hospital upon arrival.,False,Auto,Pedestrian,No,None expected.,,40.04361417084371,-75.06521588487509,0-18
