objectid,year,district,dc_number,date_,primary_st,secondary_,age,sex,crash_type,hit_____ru,veh1,veh2,arrest_yes,investigat,dc_key,point_x,point_y,time_of_day__24hrs_,lat,lng
48167,2021,15,006031,2021-01-24 05:00:00+00,Bustleton Ave.,6000 Block,49,M,"Single veh. Unit #1 N/B on Bustleton Ave. drifted to right, and struck illegally parked T/T in rear. Operator prononced dead at Hospital later that day.",No,Auto,Parked veh.,No,Medical? Impairment?,202115006031,-75.07346263,40.03039206,,40.03039206240183,-75.07346263049017
48168,2021,01,001743,2021-01-30 05:00:00+00,26th St.,3200 Block So.,28,M,"Single veh. Unit #1 S/B on 26th St. at high speed, lost control, left roadway, and struck fence. Passenger pronounced dead at Hospital.",No,Auto,Fixed Object,Pending,Under investigation,202101001743,-75.19200405,39.91421237,,39.91421236919591,-75.19200405144895
48169,2021,25,007977,2021-02-08 05:00:00+00,Rising Sun Ave.,4100 Block,26,M,"Operator of ATV at high speed, sttempted a turn too fast, lost control, ejecrting operator to ground. Operator transported to Temple and pronounced dead upon arrival.",No,ATV,Ground,No,No arrest. Driver deceased.,202125007977,-75.13042562,40.01536160,,40.01536160358706,-75.13042562016564
48170,2021,22,007644,2021-02-08 05:00:00+00,North 33rd St.,1800 Block,49,M,The pedestrian was in roadway when struck by passing auto that immediately fled scene. Pedestrian was rponounced dead at scene by Medics.,Yes,Auto,Pedestrian,Yes,"Homicide by vehicle, Leaving the scene,  Inv. Mans. REAP.",202122007644,-75.17098205,39.98721849,,39.987218486789786,-75.17098204658498
48171,2021,25,008233,2021-02-09 05:00:00+00,Pike St.,1300 Block W.,57,F,"Single veh. Unit #1, W/B on Pike St., drifted to right and struck parked vehicle. Pronounced dead at scene by Medics. Medical suspected.",No,Auto,Auto,No,Medical?,202125008233,-75.14841084,40.01205172,,40.01205172204447,-75.1484108443213
48172,2021,02,005876,2021-02-11 05:00:00+00,Harbison Ave.,Roosevelt Blvd,1,M,Unit #2 W/B on Harbison Ave attempted left turn to proceed S/B on Roosevelt Blvd was struck by Unit #1. right of way to be determined. 3 Wk old infant in lap of front seat passenger of unit #1 suffered fatal injuried pronounced at scene.,No,Auto,Auto,Pending,Under Investigation.,202102005876,-75.06433065,40.03618509,,40.03618508668659,-75.06433064958765
48173,2021,24,008338,2021-02-05 05:00:00+00,Aramingo Ave.,3800 Block,80,M,"The Pedestrian was outside of his vehicle when struck by auto operated by intoxicated operator, drifted to right, struck parked vehicle and victim. Pedestrian trans. To TEMPLE Hosp. and died from injuries on 02/14/2021.",No,Auto,Pedestrian,Yes,"DUI, Homicide by vehicle, Inv. Mans. REAP",202124008338,,,,,
48174,2021,16,005071,2021-02-12 05:00:00+00,Chamonix Dr.,3900 Block,50,M,"Single veh crash. Unit #1 W/B on Chamonix Dr. at high speed, lost control, left roadway, and struck a tree. Vehicle caught fire after impact. Operator pronounced dead from injuries upon arrival ay Presby Hosp.",No,Auto,Fixed Object,No,No arrest. Driver deceased.,202116005071,-75.20956237,39.99541613,,39.99541612686585,-75.20956237012051
48175,2021,26,005375,2021-02-22 05:00:00+00,Lehigh Ave.,Trenton St.,32,M,"Single veh crash. Unit #1 on Lehigh Ave. at high speed, lost control, left roadway, and struck a telephone pole. Operator pronounced dead from injuries at scene by medics.",No,Auto,Fixed Object,No,No arrest. Driver deceased.,202126005375,,,,,
48176,2021,08,005679,2021-02-24 05:00:00+00,Frankford Ave.,9900 Block,41,M,"unit #1, Bus, N/B on Frankford Ave. made contact with bicyclist travelling in the same direction knocking him to the ground. Bicyclist transported to Jeff-Torres. By midics and pronounced dead upon arrival.",No,Septa bus,Bicycle,No,Bicyclist left sidewalk into path of bus.,202108005679,-74.98455357,40.06386597,,40.06386597204509,-74.98455356940572
48177,2021,08,006041,2021-02-27 05:00:00+00,Linden Ave.,4500 Block,56,F,"Operator of Unit #1 stated the pedestrian was standing in the center median, and stepped into his path of travel when struck. Pedestrian trans. to Jeff-Torresdale by medics .where pronounced dead.",No,Auto,Pedestrian,Pending,Under Investigation.,202108006041,,,,,
48178,2021,25,012135,2021-02-28 05:00:00+00,5th St.,"4700 Block ""N""",48,M,Pedestrian was standing near center line when struck by passing S/B auto then N/B Auto.  Both did not stop and fled scene. Pedestrian pronounced dead at scene by medics.,Yes,Auto,Pedestrian,Pending,Pending ID of operator's,202125012135,-75.13404515,40.01983021,,40.01983021229829,-75.13404515355793
48179,2021,25,012905,2021-03-04 05:00:00+00,2nd St.,Ontario St.,60,M,Pedestrian was attempting to cross 2nd St. when struck by passing vehicle.  Vehicle immediately fled scene after crash. Victim pronounced dead at scene by medics.,Yes,Auto,Pedestrian,Yes,"Homicide by vehicle, Leaving the scene,  Inv. Mans. REAP.",202125012905,,,,,
48180,2021,07,005808,2021-03-11 05:00:00+00,Roosevelt Blvd.,near Woodward St.,26,F,Single vehicle crash. Unit #1  on Roosevelt Blvd. left roadway and struck tree.  Operator pronounced dead at scene by Medics.,No,Auto,Fixed Object,No,No arrest. Driver deceased.,202107005808,-75.03783472,40.07100068,,40.07100067476257,-75.03783471937186
48181,2021,19,013995,2021-03-12 05:00:00+00,54th St.,Wyalusing St.,33,M,Auto made contact with pedestrian that was already down on roadway then fled scene. Pedestrian transported to Presby. By Medics and pronounced dead upon arrival. Unclear what caused victim to be prone.,Yes,Auto,Pedestrian,Pending,Pending recovery of auto and ID of operator,202119013995,,,,,
48182,2021,25,015480,2021-03-14 05:00:00+00,Broad St.,Lehigh Ave,61,F,Pedestrian was crossing Broad St. at Lehigh Ave. in crosswalk when struck by N/B Auto. That ran red light. Pedestrian pronounced dead at scene by Medics.,No,Auto,Pedestrian,Yes,"Homicide by vehicle, Inv. Mans. REAP,",202125015480,,,,,
48183,2021,24,017982,2021-03-19 04:00:00+00,Erie Ave.,"""J"". St.",39,F,Pedestrian was crossing Erie Ave. when struck by auto that went around auto that stopped to let ped cross. Striking vehicle immediately fled scene. Pedestrian pronounced dead at scene by Medics.,Yes,Auto,Pedestrian,Pending,Reviewing charges,202124017982,-75.10665618,40.00540099,,40.005400985277305,-75.10665617554962
48184,2021,19,016636,2021-03-24 04:00:00+00,Girard Ave.,48th St.,36,M,"Single veh. Crash unit #1 at high speed, N/B on 48th St. failed to negotiate turn and struck wall of business. Operator trans to Presby by Medics and pronounced dead later. ",No,Auto,Fixed Object,No,No arrest. Driver deceased.,202119016636,-75.21639708,39.97280664,,39.97280663710023,-75.2163970825184
48185,2021,22,016966,2021-03-25 04:00:00+00,Master St.,12th St.,41,M,Deceased operating auto at very high speed W/B on Master St. disregarded stop sign at 12th St. when struck by SEPTA bus. Operator of auto pronounced dead at Jefferson Hosp. ,No,Auto,Bus,No,Possibly owner of auto for permitting unauth pers. To drive,202122016966,,,,,
48186,2021,35,023496,2021-03-28 04:00:00+00,Broad St.,68th Ave.,34,M,M/C operator ran over loaded firehose at fire scene causing ejection ro roadway. Operator pronounced dead at scene by Medics.,No,M/C,Fixed Object,No,No arrest. Driver deceased.,202135023496,-75.15600249,40.04128765,,40.04128764494786,-75.1560024852983
48187,2021,16,011875,2021-04-05 04:00:00+00,43rd St.,Fairmount Ave.,60,M,Bicyclist was operating S/B on 43rd St. when struck at the intersection of Fairmount Ave. Vehicle fled scene atfer contact. Bicyclist ronounced dead at hospital.,Yes,Auto,Bicycle,Pending,Pending ID of operator,202116011875,-75.20934592,39.96463038,,39.964630380702076,-75.20934591470882
48188,2021,14,017764,2021-04-06 04:00:00+00,Coulter St,Unit Block W.,69,M,"Single Veh. Crash. Unit #1 on Coulter St. lost control, left roadway, struck fire hydrant. Pronounced dead at scene by medics. ",No,Auto,Fixed Object,No,No arrest. Driver deceased.,202114017764,-75.17199980,40.03247880,,40.03247879873304,-75.17199979474384
48189,2021,07,008800,2021-04-15 04:00:00+00,Bustelton Ave.,11600 Block,75,F,"Unit #1 operator lost control in parking lot, high speed, struck pedestrian and numerous other vehicles. Pedestrian pronounced dead at Hospital. Unk if veh. Entered lot or was leaving a spot. ",No,Auto,Pedestrian,Pending,Under investigation.,202107008800,-75.01771849,40.11838295,,40.11838294978307,-75.01771848830133
48190,2021,15,027329,2021-04-17 04:00:00+00,Frankford Ave.,Benner St,21,M,"Unit #1 M/C, S/B on Frankford Ave. struck the R/R area of unit #2 travelling W/B on Benner St. M/C operator trans to Jeff-Torresdale where pronounced dead on 04/18/21.",No,M/C,Auto,Pending,Under Investigation.,202115027329,-75.06511365,40.02669638,,40.02669638260708,-75.06511365305522
48191,2021,39,020419,2021-04-18 04:00:00+00,Henry Ave.,Roberts Ave.,25,M,"Unit #1, auto, N/B on Henry Ave., Mini motor bike W/B on Roberts both entered intersection at same time when auto struck motorbike. To be determined whom had green signal.  Bicyclist pronounced dead at hosp.  ",No,Auto,Mini-bike,Pending,Under investigation,202139020419,-75.18121524,40.00960368,,40.00960368370788,-75.18121523748064
48192,2021,09,011849,2021-04-24 04:00:00+00,2500 Pennsylvania,Springarden/Kelly,74,F,Bicyclist was attempting to merge to another bike lane when struck by Unit #1. Bicyclist trans to Presby where pronounced dead a short time later.,No,Auto,Bicycle,No,No charges expected.,202109011849,-75.17991078,39.96417507,,39.96417506794274,-75.17991077701411
48193,2021,18,022793,2021-04-26 04:00:00+00,53rd St.,Samson St.,36,M,"Unit #1, (M/C), N/B on 53rd St. struck unit #2 travelling W/B on Samson St. Unit #1 did not have a stop sign, Unit #2 could not judge distance of unti #1. M/C operator pronounced dead at Presby a short time later. M/C operator not helmeted.",No,M/C,Auto,No,Under Investigation.,202118022793,-75.22710228,39.95784680,,39.957846796783805,-75.22710227684053
48194,2021,26,014411,2021-05-01 04:00:00+00,Kensington Ave.,2500 Block ( Sergeant St.),25,M,"Unit #1, M/C, N/B on Kensington Ave. Struck Unit #2 S/B making U-Turn into path of unit #1. M/C Operator pronounced dead at Hospital.",No,M/C,Auto,No,Under Investigation.,202126014411,-75.12836702,39.98819249,,39.98819248474264,-75.12836701852306
48195,2021,07,010241,2021-05-02 04:00:00+00,Bustleton Ave.,13100 Block,18,F,"Pedestrian was talking to the driver of a car stopped in traffic near the centerline N/B, stepped into the S/B lane and into path of traffic when struck by passing auto. Pedestrian pronounced dead at scene by Medics.",No,Auto,Pedestrian,No,None expected,202107010241,-75.01451969,40.12721252,,40.12721252400711,-75.01451968986288
48196,2021,12,029880,2021-04-28 04:00:00+00,Paschall Ave.,62nd St.,38,M,"M/C operator found on hwy. Unk if assault, single veh, or hit and run. Trans to Presby with head injuries by Medica. Pronounced dead on 05/03/2021.",Unk,M/C,,Pending,Under Investigation.,202112029880,-75.22935927,39.92678911,,39.92678911225405,-75.22935926568199
48197,2021,02,019093,2021-05-08 04:00:00+00,Castor Ave.,Fanshawe St.,35,M,Pedestrian was standing on the yellow median mid-block when struck by S/B Auto. Pedestrian was pronounced dead at Hospital.,No,Auto,Pedestrian,No,Under Investigation.,202102019093,-75.07522671,40.04222312,,40.04222311921996,-75.07522670994219
48198,2021,24,031538,2021-05-14 04:00:00+00,Frankford Ave.,Wheatsheaf Ln.,31,M,"Unit #1, M/C, N/B on Frankford Ave.,  struck Unit #2 S/B attempting left turn into path of oncoming M/C. M/C operator pronounced dead at scene by Medics.",No,M/C,Auto,No,Under Investigation.,202124031538,-75.09435859,40.00383478,,40.00383477835016,-75.09435859276404
48199,2021,39,025730,2021-05-15 04:00:00+00,Roberts Ave.,2600 Block,47,M,Unit #1 W/B on Roberts and Unit #2 E/B collided head on. Passenger of Unit #2 pronounced dead a scene by Medics. ,No,Auto,Auto,No,Under Investigation.,202139025730,-75.17087147,40.01473176,,40.01473175485785,-75.17087147337722
48200,2021,39,026476,2021-05-19 04:00:00+00,Kelly Drive,4000 Block,19,F,"Unit #2, S/B on Kelly Drive at high speed, lost control, crossed into N/B lane and was struck by unit #2. Operator of Unit #2 and 2 passengers of Unit #2 pronounced dead at scene by medics.",No,Auto,Auto,No,No arrest. Driver deceased.,202139026476,-75.17360868,40.00122502,,40.00122501770483,-75.17360867795492
48201,2021,39,026746,2021-05-19 04:00:00+00,Kelly Drive,4000 Block,17,M,"Unit #2, S/B on Kelly Drive at high speed, lost control, crossed into N/B lane and was struck by unit #2. Operator of Unit #2 and 2 passengers of Unit #2 pronounced dead at scene by medics.",No,Auto,Auto,No,No arrest. Driver deceased.,202139026746,-75.19191978,40.00700973,,40.00700972692516,-75.19191977657829
48202,2021,39,026746,2021-05-19 04:00:00+00,Kelly Drive,4000 Block,19,M,"Unit #2, S/B on Kelly Drive at high speed, lost control, crossed into N/B lane and was struck by unit #2. Operator of Unit #2 and 2 passengers of Unit #2 pronounced dead at scene by medics.",No,Auto,Auto,No,No arrest. Driver deceased.,202139026746,-75.19191978,40.00700973,,40.00700972692516,-75.19191977657829
48203,2021,06,020034,2021-05-23 04:00:00+00,Columbus Blvd.,Race St.,76,M,Unit #1 N/B on Columbus Blvd. when it struck pedestrian attempting to cross possible against red signal. Pedestrian pronounced dead at scene by medics.,No,Auto,Pedestrian,Pending,Under Investigation.,202106020034,-75.13998159,39.95355892,,39.95355891465156,-75.13998158530711
48204,2021,19,027695,2021-05-16 04:00:00+00,63rd St.,Vine St.,54,M,Pedestrian attempted to cross 63rd St emerged from between parked autos when struck by passing unit #`1. Ped trans to Lankaneau Hosp. by medics where he died fron injuries on 05/31/2021,No,Auto,Pedestrian,No,No charges expected,202119027695,-75.24579374,39.96732744,,39.96732744123061,-75.24579374256999
48205,2021,35,038488,2021-05-28 04:00:00+00,Roosevelt Blvd.,"""C"" St.",34,M,"Unit #1 S/B Roosevelt inner struck unit #2 E/B ""C"" St in the intersection. Unit #1 then redirected and struck tree. Operator of unit #1 pronounced dead at scene by medics. TBD if possible to determine who had green.",No,Auto,Auto,Pending,Under Investigation.,202135038488,-75.11723572,40.02668004,,40.02668003518847,-75.117235719574
48206,2021,01,009298,2021-06-01 04:00:00+00,26th St. ,Near Penrose Ave.,38,M,"Single Veh. Crash. Unit #1 on 26th  St. at high speed, lost control, left roadway, struck a pole, flipped ejecting operator then caught fire. Operator pronounced dead at scene by medics.",No,Auto,Fixed Object,No,Deceased causation.,202101009298,-75.19367499,39.90258472,,39.90258472178025,-75.19367499257292
48207,2021,25,033564,2021-06-02 04:00:00+00,Venango St. ,"""B"" St.",85,M,Pedestrain exiting vehicle stumbled into path of passing auto when struck. Vehicle immediately fled scene. Pedestrian pronounced dead at hospital a short time later.,Yes,Auto,Pedestrian,Yes,"HBV, LTS, Inv. Mans, REAP, Reckless Driving, Tampering,",202125033564,-75.12416554,40.00383858,,40.00383858242693,-75.12416553558276
48208,2021,14,028519,2021-06-02 04:00:00+00,Rodney St,8300 Block,63,M,Delayed notification.  Operator suffered a medical episode causing him to leave the roadway and strike a wall.  The operator was pronounced dead at the hospital on 06/21/2021.,No,Auto,Fixed Object,No,Natural,202114028519,-75.17964762,40.07131792,,40.07131792198445,-75.17964762180242
48209,2021,07,012939,2021-06-03 04:00:00+00,Veree Rd.,9100 Block,20,M,"Single veh. Crash. Unit #1 M/C on Veree Rd., lost control, struck curb, ejected from M/C to roadway and reeceived injuries. Pronounced dead at Hospital a short time later.",No,M/C,Fixed Object,No,No arrest. Driver deceased.,202107012939,-75.04921872,40.09691893,,40.09691892696204,-75.04921871613446
48210,2021,15,040921,2021-06-04 04:00:00+00,Roosevelt Blvd.,Hartel St.,46,M,Unit #1 N/B on Blvd. rounded curve and pedestrain was standing bent over in running lane. Not enough time to stop or evasive action and struck ped. Pedestrain pronounced dead at Hospital a short time later.,No,Auto,Pedestrian,No,No charges expected.,202115040921,-75.05082045,40.05291683,,40.05291682792031,-75.05082045249428
48211,2021,39,030016,2021-06-06 04:00:00+00,Hunting Park Ave.,1900 block,33,F,Pedestrian was crossing Hunting Park Ave. when struck by auto passing at high speed. Veh. Fled scene after crash. Operator apprehended later that day. Pedestrian pronounced dead at scene by medics.,Yes,Auto,Pedestrian,Yes,"HBV, LTS,Inv. Mans, REAP, Reckless Driving",202139030016,-75.15939265,40.01337061,,40.0133706071187,-75.15939264887756
48212,2021,24,037723,2021-06-06 04:00:00+00,Kensington Ave.,2700 Block,35,F,Pedestrian in street mid-block when struck by passing auto. Veh. Fled scene after crash. Pedestrian pronounced dead at scene by medics.,Yes,Auto,Pedestrian,Yes,"HBV, LTS, Inv. Mans, REAP, Reckless Driving, Tampering,",202124037723,-75.12545432,39.98988414,,39.98988414039488,-75.12545432219905
48213,2021,25,034545,2021-06-06 04:00:00+00,Broad St.,Near Clearfield St.,31,M,"Unit #1, M/C, N/B on Broad St. when Unit #2 exited gas station onto Broad St. and into path of oncoming M/C. M/C struck auto then ejected operator to roasway. M/C operator pronounced dead at Hospital a short time later.",No,M/C,Auto,No,Under Investigation.,202125034545,-75.15271343,40.00022041,,40.00022040903579,-75.1527134279547
48233,2021,24,052450,2021-08-06 04:00:00+00,Delaware Ave.,Castor Ave,34,M,"Single veh. Crash. Unit #1 S/B on Delaware ave at high speed, lost control, left roadway, struck pole. Operator died from injuries at hospital on 08/16/2021",No,Auto,Fixed Object,No,No arrest. Driver deceased.,202124052450,-75.07756680,39.98572336,,39.985723362641316,-75.07756680547762
48214,2021,25,035233,2021-06-09 04:00:00+00,Broad St.,Lehigh Ave.,29,M,"Unit #2, Bicyclist, crossing Broad St. against red signal was struck by Unit #!, Auto N/B that had green signal but at high speed. Bicyclist pronounced dead at hospital the next day on 06/10/2021.",No,Auto,Bicycle,Pending,Under Investigation.,202125035233,-75.15459045,39.99394764,,39.99394763681966,-75.15459045541485
48215,2021,39,031158,2021-06-12 04:00:00+00,Roosevelt Expy.,Near Fox St,51,M,"Unit #1 struck guardrail, redirected into left lane when struck by unit #2, flipped pinning operator requiring extracation.  Operator of unit #1 pronounced dead at the hospital a short time later.",No,Auto,Auto,No,No charges expected.,202139031158,-75.17846678,40.01462808,,40.0146280779495,-75.17846677937735
48216,2021,25,035928,2021-06-13 04:00:00+00,Broad St.,Lycoming Ave.,34,F,"Unit #2, Pedestrian attempted to cross Broad St. against red signal when struck by unit #1 N/B. Pedestrian pronounced dead at scene by medics.",No,Auto,Pedestrian,No,Under Investigation.,202125035928,-75.14948319,40.01538019,,40.0153801873092,-75.14948318955194
48217,2021,05,007849,2021-06-06 04:00:00+00,Levering St.,Tower St,50,M,Victim transported to Hosp found on hwy unresponsive. Victim pronounced dead at hospital. M/E made cause blunt force trauma.  Victim was riding a bicycle and struck a parked vehicle.,No,Bike,Parked auto,No,No charges expected.,202105007849,-75.22124300,40.02756107,,40.02756107124337,-75.22124299441674
48218,2021,14,023582,2021-05-07 04:00:00+00,Chew Ave.,Johnson St.,25,F,"Unit #1, S/B on Chew Ave. near intersection of Johnson St, crossed into N/B lane and struck unit #2, S/B head on. Operator of unit #1 fled scene on foot. Passenger of unit #2 seriously injured and pronounced dead on 06/22/2021.",Yes,Auto,Auto,Pending,Pending identification,202114023582,-75.17580748,40.05225082,,40.052250821936795,-75.17580748122728
48219,2021,16,022286,2021-06-26 04:00:00+00,34th St. ,"1100 Block ""N.""",36,F,"Unit #2 S/B on 34th St. attempted a u-turn to go N/B, striking a N/B motorcycle ejecting operator and passenger. Both M/C operator and passenger taken to hosp. by medics. M/C passenger pronounced dead a short time later.",No,Auto,M/C,Pending,Under investigation.,202116022286,-75.19488724,39.97438361,,39.97438360882559,-75.19488723706068
48220,2021,39,034397,2021-06-29 04:00:00+00,Rt. 1 extension,Near Fox St,39,M,"Unit #2, auto S/B Roosevelt Extn. Near Fox St. in left lane made lane change to right lane and into path of Unit #1 M/C. when it struck unit #2 IN REAR. m/c operator taken to Hospital by medics where pronounced dead later that day.",No,M/C,Auto,Pending,Under investigation,202139034397,-75.17846678,40.01462808,,40.0146280779495,-75.17846677937735
48221,2021,24,043619,2021-06-29 04:00:00+00,"""K"" St.",Erie Ave.,30,M,"Unit #1 (Dirtbike), N/B on ""K"" St. disregarded struck Tractor /Trailer W/B on Erie Ave. in the intersection. T/T was already in intersection with green signal. Dirtbike operator pronounced dead at scene bu medics.",No,Dirtbike,T/T,No,No arrest. Driver deceased.,202124043619,-75.10654932,40.00435357,,40.00435356554873,-75.10654932460781
48222,2021,25,040490,2021-07-02 04:00:00+00,Hunting Park Ave.,"500 Block ""E""",17,M,"Single veh. Crash. Unit #1 E/B on Hunting Park Ave. lost control, crossed to W/B side, mounted curb, spun, and strucj pole on passenger door where passenger was sitting. Front seat passenger pronounced dead at hospital a short time later.",No,Auto,Fixed Object,Pending,Under investigation.,202125040490,-75.11706829,40.01178136,,40.01178135695893,-75.11706828791317
48223,2021,15,051195,2021-07-11 04:00:00+00,State Rd.,7400 Block,67,F,"Unit #1, S/B on State Rd. crossed over striking N/B unit #2 redirecting it into a pole.  Passeenger of unit #2 was pronounced dead at hospital a short time later. Operator of unit #1 was DUI and arrested.",Yes,Auto,Auto,Yes,"DUI, Homicide by vehicle, Inv. Mans. REAP",202115051195,-75.02817091,40.02726416,,40.027264155068,-75.02817090826105
48224,2021,35,039474,2021-06-01 04:00:00+00,Duncannon St.,Rising Sun Ave.,34,M,Unit #1 E/B on Duncannon St. disregarded red signal at intersection of Rising Sun Ave. striking M/C travelling N/B on green signal. Unit #1 did not stop and kept going fleeing the scene. M/C operator transported to hosp by medics and pronounced dead on 07/12/2021.,Yes,Auto,M/C,Pending,Pending identification.,202135039474,-75.12003884,40.02833793,,40.02833792989531,-75.1200388370571
48225,2021,14,036908,2021-07-17 04:00:00+00,Stenton Ave.,Phil Ellena St.,57,M,"Unit #1, M/C, S/B on Stenton Ave.,  struck Unit #2 N/B on Stenton attempting left turn to W/B Phil Ellena and into path of oncoming M/C. M/C operator pronounced dead at scene by Medics.",No,M/C,Auto,No,None expected,202114036908,-75.17290938,40.06383028,,40.06383028032375,-75.17290937536109
48226,2021,35,049835,2021-07-15 04:00:00+00,Broad St.,Fisher Ave.,,M,"Police were not initially called. Unit #1, M/C, N/B on Broad St.,struck unit #2 S/B on Broad St. attempting a left turn onto Fisher Ave. into path of M/C. M/C operator died of injuries at Hospital on 07/20/2021.",No,M/C,Auto,No,None expected,202135049835,-75.14590036,40.03373712,,40.0337371198297,-75.14590036007165
48227,2021,24,049158,2021-07-21 04:00:00+00,Hunting Park Ave.,"800 Block ""E""",22,F,"Single vhe crash, Unit #1 W/B on Hunting Park Ave. at high speed, lost control, mounted curb and struck tree. On passenger side. Front seat passenger pronounced dead at scene by medics.",No,Auto,Fixed Object,Pending,Pending Identification.,202124049158,-75.11061820,40.01120901,,40.01120901002303,-75.11061820089714
48228,2021,39,039598,2021-07-25 04:00:00+00,Hunting Park Ave.,Germantown Ave.,57,M,Unit #1. W/B on Hunting Park Ave.  With green signal struck pedestrian crossing Hunting Park Ave. against red signal. Ped. Pronounced dead at Hosp. next day.,No,Auto,Pedestrian,Pending,Under Investigation,202139039598,-75.15389597,40.01586572,,40.01586571736905,-75.15389596810802
48229,2021,16,024060,2021-07-12 04:00:00+00,Concourse Dr.,Memorial Hall Drive,70,F,Single veh. Crash. Operator swerving then left roadway and struck tree. Medical? Pronounced dead ar Hospital on 08/02/21. ,No,Auto,Fixed Object,No,No arrest. Driver deceased.,202116024060,-75.20997809,39.97723726,,39.97723725982816,-75.20997809134113
48230,2021,08,024093,2021-07-10 04:00:00+00,Woodhaven Rd.,Roosevelt Blvd.,26,F,"Single veh. Crash. Operator failed to negotiate on ramp to Rt.1, left roadway, went airborne, struck tree, rolled and ejected, landed in ravine next to roadway. Operator found downstream from vehicle pronounced dead on 08/01/21.",No,Auto,Fixed Object,No,None expected,202108024093,-74.99379773,40.10554210,,40.10554210267515,-74.99379772612258
48231,2021,08,024650,2021-08-05 04:00:00+00,Morrell Ave.,Academy Rd.,80,F,Pedestrian crossing Academy Rd. E/B at Morrell Ave was struck in the intersection by a truck W/B on Morrell attempting left to proceed S/B on Academy Rd.  Pedestrian pronounced dead at hospital a short time later.,No,Auto,Pedestrian,No,Accidental,202108024650,-74.99849153,40.07871082,,40.078710822334756,-74.99849153298936
48232,2021,39,042448,2021-08-08 04:00:00+00,Kelly Drive,near Midvale Ave,31,M,"M/C S/B on Kelly Drive, lost control. Struck guardrail, re-directed, crossed into N/B lane and struck N/B auto head on. M/C operator pronounced dead at scene by medics. ",No,M/C,Auto,No,No arrest. Driver deceased.,202139042448,-75.19453944,40.00829322,,40.008293218075046,-75.19453943527286
48234,2021,25,048261,2021-08-08 04:00:00+00,Luzerne St.,100 block W.,37,F,Pedestrian in street with child when struck by passing auto.  Auto immediately fled scene after crash. Pedestrian pronounced dead at hospital on 08/16/21,Yes,Auto,Pedestrian,Pending,Pending Identification,202125048261,-75.12664853,40.01081346,,40.0108134568307,-75.12664852691685
48235,2021,12,053987,2021-08-16 04:00:00+00,Island Ave.,Lindbergh Blvd.,30,M,Delayed notification. Police did not respond. Reported that operator fell from motorcycle on the highway. Transported to Presbyterian Hospital by Medics. Pronounced dead on 08/20/2021 of head injuries received in the crash.,No,M/C,Fixed Object,No,Deceased causation,202112053987,-75.24014912,39.90416048,,39.9041604823327,-75.24014911527017
48236,2021,01,014701,2021-08-23 04:00:00+00,Platt Bridge,Penrose Ave,25,M,"Unit #2 was stopped broken down on the bridge when struck from behind by unit #1 at high speed, Unit #2 then pushed ro right lane when struck again by unit #3.  Operator of unit #2 pronounced dead at the hospital a short time later.",No,Auto,Auto,Yes,"HBV., Inv. Mans, Simple, REAP, Reckless driving, Unsafe speed",202101014701,-75.19398978,39.90564206,,39.90564205594038,-75.19398977788484
48237,2021,24,056520,2021-08-23 04:00:00+00,"""B"" St.",3000 Block,60,M,Witness states pedestrian was struck by passing auto that fled scene N.F.I. Ped transported to Temple Hospital and pronounced dead upon arrival. ,Yes,Auto,Pedestrian,Pending,Pending Identification,202124056520,-75.12621857,39.99510430,,39.99510430212254,-75.12621856595325
48238,2021,01,015017,2021-08-27 04:00:00+00,Snyder Ave.,2000 Block,64,M,Single veh. Crash unit #1 E/B on Snyder Ave. crossed over into W/B lane and struck 2 parked vehicles. Operator pronounced dead at hospital a short time later. Awaiting causation from M/E Office.,No,Auto,Parked veh.,No,None expected.,202101015017,-75.18044763,39.92583368,,39.925833677258744,-75.18044763030026
48239,2021,14,045114,2021-09-01 04:00:00+00,Chelten ave.,Magnolia St.,73,F,"Victim found on roadway unconcious, transported to Einstein Hosp. by Medics where pronounced dead on arrival. Injuries consistent with being struck by vehicle. ",Yes,Auto,Pedestrian,Pending,Pending Identification,202114045114,-75.16871023,40.04169553,,40.04169552487136,-75.16871022743258
48240,2021,02,037536,2021-09-03 04:00:00+00,Cottman Ave.,Algon Ave,25,M,"Unit #1, Dirtbike at high speed, E/B on Cottman Ave.,  struck Unit #2 W/B on Cottman attempting left turn to S/B on Algon and into path of oncoming dirtbike. Dirtbike operator pronounced dead at scene by Medics.",No,Dirtbike,Auto,No,None expected,202102037536,-75.07325817,40.05533914,,40.055339140880044,-75.07325816524643
48241,2021,08,027348,2021-08-30 04:00:00+00,Holme Ave.,Fairfield St.,83,M,"Unit #1 E/B on Holme Ave., attempted left turn int lot of Nazereth Hosp. struck unit #2 W/B on Holme Ave. Oper of unit #1 pronounced dead on 09/03/2021 from injuries received in the crash.",No,Auto,Auto,No,Accidental,202108027348,-75.04295336,40.05825863,,40.05825863281611,-75.04295335540654
48242,2021,19,049914,2021-09-05 04:00:00+00,50th St.,Girard Ave.,49,M,"Single veh. crash. M/C operator slippery roadway, lost control, fell to ground receiving head injuries. Operator pronounced dead at hospital on 09/14/21.",No,M/C,Ground,No,Accidental.,202119049914,-75.22261633,39.97212922,,39.9721292169884,-75.22261632924543
